Depth,CALI,RDEP,GR,RHOB,NPHI,SP,DTC,Lithology
0.0,10.035762429806706,0.34918162101195327,54.042424485603085,2.629667575252012,0.3627642650210713,-0.533443676211645,86.04593975569368,limestone
10.01001001001001,12.840722181892096,0.7571585226962634,64.78595155005695,2.479557583491585,0.32056999814245074,-15.236913362123072,86.6960803870502,limestone
20.02002002002002,7.63097499642067,0.27811652706424866,41.10482017948344,2.2276807938999545,0.36198949609319486,-5.69780353387263,109.23982194208637,limestone
30.03003003003003,15.146967413241283,0.6022509986798379,40.364151333620825,2.869227707061283,0.24933240362038384,-18.814292387359615,93.45854967716794,limestone
40.04004004004004,9.240385060264561,1.1233454585883684,52.2394941910147,2.7080847148847407,0.3101999981376756,-7.301502337077192,92.12245619468594,limestone
50.05005005005005,16.174198921043867,0.5663175464425204,29.535047237172172,2.3068804706827644,0.32253947202000993,-8.32575325241594,107.70970495091991,limestone
60.06006006006006,11.472752793677737,0.7589045585050607,60.16622555624857,2.287462205297826,0.2718502726661251,-8.602009861834404,92.18881638598991,limestone
70.07007007007007,11.633272943577055,0.262519369189134,62.463836612206755,2.309130489038611,0.26297205792260453,-15.576875137230527,102.20092300136983,limestone
80.08008008008008,9.673118375273585,0.6487797668869588,37.33216622765913,2.4850277720518488,0.3086116605571924,-5.396549310732785,88.1733391049249,limestone
90.09009009009009,11.495741519536562,0.22701146573030162,46.74390020332306,2.11617830775375,0.31027342498626403,-10.018269422673534,105.33685981626519,limestone
100.1001001001001,14.075754408561327,0.47187213070147327,54.91311098864639,2.7427297286329684,0.3226097890596192,-12.182974281200853,100.39695231892013,limestone
110.11011011011011,8.35989614924981,0.46766148543773695,53.5444577823833,2.661611531593906,0.2307226913748668,-9.23173678728918,96.42789300347319,limestone
120.12012012012012,12.608360181226807,0.289026150634082,53.76716667702484,2.2685692470402046,0.32133524453502726,-6.001616403759337,109.52428898991549,limestone
130.13013013013014,13.862032291726104,0.6063185666303964,53.92873506503791,2.5353021557715056,0.26340838196499955,-2.766581021801052,95.04561736201647,limestone
140.14014014014015,12.584737179284541,0.6470197780283274,55.9429790143389,2.5881022657270334,0.3565153018012237,-17.497923882080894,95.27021803639099,limestone
150.15015015015015,12.01369594439562,0.4387349582616963,33.17228656710163,2.6096459883332193,0.35374649174879846,-8.126133642937573,116.32815131725735,limestone
