Depth,CALI,RDEP,GR,RHOB,NPHI,SP,DTC,Lithology
0.0,13.800969836676627,0.5357629649267692,42.41902169847256,2.2894057824153795,0.24448797693818428,-4.503611677527546,98.29603676773151,sandstone
10.01001001001001,10.37286236856304,0.6488980112100879,42.87758918854893,2.561137806934628,0.22995486506408294,-18.49627210575072,104.67815019677276,sandstone
20.02002002002002,13.37271798898927,0.41529301495551496,61.06537984336531,2.6294593398403197,0.29854547590690916,-8.586784799238995,91.35364961279205,sandstone
30.03003003003003,13.028321151221364,0.608948345224083,55.955585285332155,2.549603591266671,0.27405702401761706,3.97677099365076,102.85324999498505,sandstone
40.04004004004004,10.148397161993582,0.44563978972168117,54.490709997962064,2.2618803717384854,0.20150027240955562,-11.544343695995922,99.7492082375958,sandstone
50.05005005005005,14.0931984599965,0.19750203577040987,52.70563170798852,2.806249402548953,0.2756784410181424,-17.12744930813182,96.54124519411309,sandstone
60.06006006006006,12.054115101109623,0.7439048223875788,45.84121201192024,2.6045417445410504,0.31031715714837754,-9.771826446924264,101.39299963924833,sandstone
70.07007007007007,16.74427649937357,0.74719709703298,41.56586028571037,2.1712268045934806,0.2832920019600741,-2.1054607241750443,98.6253976446295,sandstone
80.08008008008008,14.335737279298193,0.7876554584111521,61.94120371331398,2.5706120686084244,0.28621532651820336,-6.1026312433929615,82.23122597350334,sandstone
90.09009009009009,12.692939508761413,0.5522423814040949,47.89901055323477,2.2128210281992176,0.32669629591948773,-8.1634510148352,97.91669433254803,sandstone
100.1001001001001,12.873957169001429,0.5108179905684027,45.93836297323463,2.460175716945466,0.20269232043200808,-6.587542906542143,112.85795860473138,sandstone
110.11011011011011,12.602921778404927,0.6343946623713533,35.762667757944406,2.5618687945559038,0.31494112320291584,-12.51690494836302,100.537959465912,sandstone
120.12012012012012,11.791702663005445,0.7829504201503973,32.81921169210028,2.134677007347223,0.2839133632488861,-5.10617162108971,87.98040151487398,sandstone
130.13013013013014,11.39778648437912,0.0821302108408637,66.61454813755016,2.5569078592552694,0.24146839327092545,-13.21610186801885,104.90206578808434,sandstone
140.14014014014015,9.810362890402718,0.45648292039227883,49.48203010033454,2.256993062182358,0.23364490025327095,-13.547053426147244,102.69549916466703,sandstone
150.15015015015015,9.391446060589859,0.41037747244541617,44.870787313196935,2.5408272975646,0.29303180659462924,-16.75757610929247,104.4432434300724,sandstone
160.16016016016016,11.557938755775725,0.5353418329014328,51.6676895874938,2.76790230822033,0.299721262957584,-9.272240855534244,100.49361681870583,sandstone
170.17017017017017,14.014767655072124,0.4583218971393991,50.54318642795269,2.059541722725211,0.3906281396071566,-12.44348885622211,88.51305876782936,sandstone
180.18018018018017,11.457187713934827,0.7725975306385436,58.093445322520026,2.503273634303664,0.27934660885903034,-9.113337430992255,98.13206556917287,sandstone
190.19019019019018,11.391326446114356,0.6739982610638637,51.12554268684081,2.439996479988398,0.26424390372464374,-14.43180821161371,104.90287434009562,sandstone
200.2002002002002,15.176410290807333,0.559314502135168,50.1639437092017,2.6185031142141724,0.2871531650138256,-10.535045464376939,91.69458028914842,sandstone
